	PT1_shCtrl_exp_corr
TP53BP1	0.09428203831861934
ZNF106	-0.017837389934837095
SLC25A12	0.10145027117908725
AKT3	0.16639389837434482
DESI2	0.06697230619314881
SYT7	-0.05033976419017205
OSBP	0.027931518428117152
ZC2HC1A	0.007944527770400382
CHMP3	0.1261460157677391
POLR1A	-0.025298128489960905
MAP4K3	0.19927947020162795
RWDD3	0.11042477516441015
RND3	-0.08586364490450062
USE1	-0.010780564041723086
STAM2	-0.08304911369128774
GRB14	0.03179588107725386
STRN	0.15870432399521558
CHIC2	0.13430295918016144
KIF1B	0.20297610905389796
PKP1	-0.1734907781052101
STK17B	-0.12940929971339565
GTF3C3	-0.004751264871673242
COQ10B	-0.024660779261264528
PEX5L	-0.02317285399512857
USP13	0.0036187177760899913
PIK3CA	0.03868747462585344
MFN1	-0.10137736834698859
TAF12	-0.19073719515815638
SLC9A1	0.04485434302060353
GATB	-0.11072069995837475
EHBP1	0.006815495401226496
SLC7A6OS	-0.04019952534477259
CKLF	-0.016255036815113186
CTCF	0.06006772945042606
IFT46	-0.22002786099637192
NECTIN1	-0.08178594792162686
SC5D	-0.13664208778412334
ARCN1	0.04647125684586091
CBL	-0.054793209650928994
MCAM	0.12008567098864827
GPC1	0.01914721841650839
FARP2	-0.05980291055722725
DGKD	-0.12261905115518763
DNAJC10	0.05406209275146007
TUBB4A	-0.07996570752137673
MCOLN1	0.024001080308065702
GPR108	-0.04406491574836495
SLC25A23	-0.06661574580956275
DGUOK	-0.2660793307065844
LOXL3	0.11028018206098905
ITGA6	-0.0009645891669869939
HAT1	-0.10811353513218458
ATF2	0.036559020082188094
GPSM2	0.04510721961826481
SLC25A24	0.0725811310651769
OSGEPL1	-0.18543730541897074
MCM6	-0.008263506712127592
CCNT2	0.21037158286648264
RAB3GAP1	-0.007502414985366701
ZRANB3	0.06595373913858961
R3HDM1	0.058464738420539966
DARS1	-0.044017749724568955
AGPS	-0.029189931393680698
ORC4	-0.13810194633862538
ERO1B	0.0014991507852544683
ARID4B	0.19152041316409457
MUL1	0.0046592830771916135
CAPZB	-0.17951009153889305
ECE1	0.17331945602935345
EIF4G3	-0.12658485394663824
PPAT	0.0079176139956752
PAICS	-0.04368627266693679
SRD5A3	0.1272041918500333
CRACD	0.20538121235204418
NOA1	-0.012611651125418052
GSK3B	0.13781619587148392
TIMMDC1	0.020728644453796543
CHST10	-0.06531755050622944
PDCL3	-0.052069698420733584
TXNDC9	-0.09096902175204694
RPL31	-0.18677311992820014
GFM1	0.011112655398025442
LXN	0.008590267908852464
MFSD1	-0.06741128457398872
ALS2	0.14276974319175983
NOP58	-0.1329983281202516
OCIAD1	-0.04099635975716148
SLAIN2	0.07402010960268932
TOP2B	0.0036569080232540375
YWHAE	-0.025332649713295328
ARHGAP24	-0.22282726695841326
FAM13A	0.24467376132521534
HERC3	0.1354923434149694
ANK2	0.024150678883904486
ZGRF1	-0.061902266582139605
ADAM23	-0.20269337230750625
PIKFYVE	-0.17606833906553543
COPS4	-0.12143083680346028
RASGEF1B	0.11479899630560693
SEC31A	-0.002436865837102321
CUL3	0.020989829278984625
GUCY1B1	-0.2157937935159013
GLRB	-0.043455734876323905
RAPGEF2	-0.06752167766913443
FNIP2	0.025755094845784893
C2orf42	-0.0528088611144953
ADD2	0.11103564201162726
PCYOX1	-0.05898162173605274
MXD1	0.03556594968726232
ZNF638	0.16191227861903446
ATP8A1	0.1462196800823003
SLC30A9	-0.050576244233882815
SEC22C	-0.057968643104795756
CDH10	0.09927889777886341
FGF2	-0.06927339028653144
BBS7	-0.05046608216298101
KIAA1109	-0.032701135893811496
RBBP5	-0.13721863328857892
IFT57	0.13151143280363958
UBE2S	-0.016510137283893302
PHRF1	-0.033587407036459
PALM	-0.15193593961960963
RAP1GDS1	0.10516892953309505
AGA	-0.053964073668097835
ASB1	-0.07428140281801703
WNT5A	0.17726564955716312
THRA	-0.03141757641203016
CNTNAP1	0.01898210203152153
PSMD3	0.027198094346200272
SMARCE1	0.14323545823052344
CASC3	0.1626705274673921
ATP6V0A1	0.2642913166149491
STAT3	-0.01779283203348157
FBXL20	0.005441599822692563
NNT	0.11514492291371911
MTRR	0.015742546475013466
FASTKD3	-0.07603963026640327
NSUN2	-0.015173936544926787
UFSP2	-0.06620963973295674
SNX25	-0.10790601675315518
CAD	-0.029865607134169265
DNMT3A	-0.03485093626366147
RAB10	0.18530013295883935
DNAJC27	-0.0978731527957927
KIF3C	-0.008423253538751984
GPN1	0.018874148315882886
GTF3C2	0.06676870241958728
CSPG5	-0.1633716782192945
PLAAT1	-0.02455492258628137
MAEA	-0.09096865388929862
ADD1	0.0028529982577154616
TMEM175	0.05921316537789986
PLPP1	0.09300915346320321
GPBP1	0.1465106621665657
WDR1	-0.08821060483649056
PRDM5	0.021836298254552012
TRPC3	0.0325207330547026
TYK2	-0.04151485519537539
MIER2	0.02601042317031928
HOOK2	0.04115337872092909
OLFM2	0.06950607206103966
RIMS1	0.15390664112273975
PI4K2B	-0.031101747543265106
TBC1D19	0.038295276062674
PPARGC1A	0.06883809223150925
SEL1L3	-0.11812769375343453
NUP54	-0.01959380414123916
SEPTIN11	-0.1638734739579771
SCARB2	0.1298974223463535
USO1	-0.15559791841138676
ARSB	-0.0918903951902251
PDE8B	-0.028963752878056023
RAD18	-0.012575980228922631
SDHA	-0.12578090869967418
PDCD6	0.09286126006123689
CEP72	-0.016219643215068913
XRN1	0.0952654083697299
GRPEL1	-0.24430691254839754
EVC	0.08543378170446853
LMAN2L	0.07960189522421075
MGAT4A	-0.0713566736181275
PPP2R3A	0.258025865884356
CEP70	0.036348003065387914
ACAD11	0.09020025033985568
UBA5	-0.03765800339765973
ASTE1	-0.15443316811747007
CDV3	0.10098719490858422
MRPL3	0.05389662343037106
GALNT7	-0.11112245607282244
GCNT2	-0.1888483918125569
MAP3K13	-0.003549934809964126
DNAJB11	0.05003575873933611
ERCC8	-0.06188256403316534
SSR3	-0.04617251736836362
MGLL	-0.006952427093504983
MCM2	0.003064002725232529
RAB7A	-0.1376103542851736
ZFR	0.06677012826745447
GOLPH3	0.057402991712804455
SUB1	0.029017112479458707
RASGRF2	0.3330096269871007
MSH3	0.07325676541631533
CPEB4	0.03701810554509405
FBXW11	0.07946562782381301
THOC3	0.05770218555601606
RPL26L1	-0.16998671431572523
WDR70	0.0021719045324402426
RAI14	-0.06970576700209691
TARS1	-0.03729399973182836
WHRN	-0.00614865093071522
COBL	-0.12050827466793954
ARRDC3	-0.018012929079020964
SLF1	-0.015316417342792097
CENPE	-0.010853889867880969
TET2	0.006168019764764518
CASP6	0.07587152188703215
PAPSS1	-0.09335667756021214
SEC24B	-0.03935444888850762
NME5	-0.07776492399563581
PAIP2	0.0960617383697308
SIL1	-0.09797607391143022
ANKRD7	-0.05724165419177498
MRPL22	0.02619458331892074
IQCG	-0.15158661465531503
LSG1	0.006070284092921071
PCNP	0.08383366710823767
RBM27	-0.01383374711504056
SHOC2	0.1604553480913316
TLE4	-0.14066341585045716
WWC1	-0.037934721129751325
SPDL1	0.07072344416586772
MINDY4	0.005537573962044957
SSBP1	-0.18533010415538134
ABCB6	-0.05827802113564432
PECR	0.06085111727282397
VDAC1	-0.04752209053900362
CDKL3	0.032959411423767
UBE2B	0.12553264354559035
PITX1	0.2573905039041019
FSTL4	0.07134544409918148
AFF4	0.044605395545678016
KCTD20	-0.04095707112607737
CUL7	0.06982939768535587
MED20	0.16536973865311078
XPO5	-0.06834052071786208
SRF	0.07313472390717864
SEMA3A	0.15992831760536513
CCNY	-0.1428806290265392
APBA1	0.15109225323597025
TNPO3	0.026967137198886194
TAX1BP1	0.06922674950208285
HIBADH	-0.044365750429455376
POLB	-0.010149177571329052
WWP1	0.06430181427372232
CALB1	-0.07487102516647914
NBN	0.010172513935711266
ANXA11	0.1342793979696717
TSPAN14	0.1512178678352308
PRDX5	-0.21766475522049908
POLA2	0.006291262507108647
B3GAT3	-0.023414175615953672
MGST2	0.02654326122094085
BLVRA	-0.07176599411020164
KIF9	-0.01883270664308073
LARS2	0.049442712587532335
RHOA	-0.09708126385737642
USP4	0.11217484036670138
PTPN23	0.00042967970678621357
PRKAR2A	-0.03958489880959308
EXOSC7	0.08628970524706936
SCAP	0.009869799241574965
ICA1	-0.03955545467807678
ABCC5	0.011169899136564482
CLCN2	0.002771998299115294
MCCC1	-0.15060931496075508
AHI1	-0.08308739085127513
ALDH8A1	0.007471508621322184
UBXN8	-0.005685426041312123
VAPB	-0.06632265446857309
GNAS	0.2835875094351765
SLC25A13	-0.08094410113264765
NPTX2	0.12343656280354662
PPP6R3	0.03599231141062851
CPT1A	-0.05125141987716938
FBXO3	0.149276072688877
RPS6KA2	0.07066784932246922
CHKA	-0.010118074191308234
KAT6A	-0.03665632239120736
PRKAR2B	0.05018875582631719
DUS4L	0.036300689273019084
DBF4	-0.06858933948579177
SRI	0.24366137277108219
RBM48	0.11791396157164558
CDK6	-0.05758930860806072
ANKIB1	-0.12256912444283147
VPS41	-0.09294359355399504
EIF4H	0.03847925224226941
GTF2IRD1	0.01389064613951885
BUD23	-0.1328107223802143
ADAM28	0.049904896244780395
R3HCC1	-0.31600991602146344
SH2D4A	-0.12052744080665481
ZNF800	-0.024103766949343634
ACAT1	-0.04408659362522677
ELMOD1	0.008657493831358717
EXPH5	0.03422320711625523
PMS2	0.02202202235197598
MAD1L1	-0.1283197943841213
GET4	-0.0889861426567764
RUFY2	0.09243789194625482
HNRNPH3	-0.13954564018345428
SLC25A16	-0.05831467482810312
CCAR1	0.25959086709758744
REXO2	0.01895738231745199
AC016716.1	0.12515690924069847
SQLE	-0.19968477009356964
SNX19	-0.05047753171960777
BRINP1	-0.1719551014662748
GAPVD1	-0.10817835628395145
MAPKAP1	-0.1673804155572126
GTF2H1	0.14096690809401793
SERGEF	-0.06510901349691628
PIK3C2A	0.08042880299392753
FAM160A2	-0.07845353233652516
RNF141	-0.16713040930535372
IDE	-0.0036154550627890045
BTAF1	0.09382694292210493
CCNJ	-0.02222695290495977
TCTN3	-0.10236975016396353
CPEB3	-0.2160591282369965
DAXX	0.041715136979993225
GLT8D1	0.10507922153154525
RBM6	-0.0006230351835214379
TMEM115	-0.23607964392279715
GNAI2	-0.12818526010850176
DOCK3	0.15392025236216203
CACNA2D2	0.010239036260396978
ITIH4	0.08660341747531171
SLIT1	-0.023647528427575264
GMEB2	0.03763178356799471
GID8	-0.06819868328775132
DIDO1	-0.08369232571096707
SLC2A4RG	-0.1076052352080373
PCMTD2	0.06557241534054441
PRPF6	-0.1342337928595888
TIMP3	0.05574554449192428
FBXO7	-0.10634302147155597
EIF2B2	-0.061037998067729055
RNF185	0.08078611429504547
TTLL1	0.01599149654744597
MTFP1	-0.20853807782491696
TEF	-0.03756696735842176
PDE6H	-0.21508085377473213
GABARAPL1	0.0362692872811424
DNM1L	0.12166720016972418
ALG10	-0.15712290791676845
AEBP2	0.004317142414404926
ETNK1	0.18651562221352447
ZCRB1	-0.04500750451745757
TMEM117	0.07961849659145086
NDUFA9	-0.09054792660196544
CLSTN3	0.1320497479712286
KLRG1	-0.15192338017572213
TAPBPL	-0.01197833510737189
CD27	-0.05158214605874354
RBP5	-0.014712772426108571
PEX5	0.09161339991236121
SCAF11	0.037924220446033
ANP32D	-0.14729435902273874
LLPH	-0.10240944775081903
MARCHF9	0.0699468441372555
GLIPR1	-0.10064702387189145
TMEM19	0.0725269196572748
CPSF6	0.006638193982797919
SLC6A15	0.20072921946050445
TMTC3	0.10096391430485986
SNRPF	0.004575229010044561
NEDD1	-0.07740269420829621
SLC15A4	0.01252325778601671
TDG	0.0452679933648211
CHFR	-0.202763217736912
SLC46A3	-0.09873419018700047
CDK2	0.026997283639274974
SUOX	-0.07206350771571896
SLC39A5	-0.22490641182972354
CCDC65	-0.034534324890571275
TARBP2	-0.048739145802526064
NPFF	0.10987608072871816
NABP2	-0.18688930052763472
SMARCC2	0.07869608424929343
N4BP2L2	0.216800717210699
MAP3K12	0.08264761382545366
CSAD	-0.015805123111923693
LMBR1L	0.05998059126024103
MYG1	-0.08658055930597656
TMBIM6	-0.03798814949237146
ANKRD52	-0.020521236585199838
RB1	0.058368094608582395
DIABLO	-0.0622640133538423
SBNO1	0.02527968529206939
VPS33A	-0.016790346355232327
VPS37B	0.03102169436979419
SLAIN1	0.18660323809820226
RBM26	0.009841416891207782
SRRM4	0.03970123221319961
ZIC5	0.06664449555704177
ANKRD10	-0.05611298397285962
REM2	0.008047006083227287
TINF2	0.021785890176775347
NOP9	-0.04894120520392203
FANCM	-0.02129462174523127
PELI2	-0.07876439855824033
RTN1	-0.0888693291643579
ARMH4	0.04967118922920413
SLC38A6	-0.08634572603640504
WDR89	0.0331277274232117
PTGR2	0.02205336122633687
JDP2	0.05397308473449075
AK7	0.05646205795750145
ITPK1	-0.07374523649664261
TRIP11	0.09991736868523121
ZNF280D	0.009313531750916116
TCF12	0.08928155083197395
MFAP1	-0.14846181008271594
SORD	0.03525896676922126
MYEF2	0.08466884966662422
LYSMD2	-0.08174675317286276
SLC27A2	-0.017204381454340115
FGF7	-0.05480378408757913
BNIP2	-0.0042074465242093635
GTF2A2	-0.0751294852508815
SRP14	-0.05442455363779367
DISP2	0.06661669392003942
TTBK2	0.026477539060886863
ANP32A	-0.09259878877103757
COMMD4	-0.045492030653846084
UBE2Q2	0.04135346229594361
ETFA	0.08426618537572594
TSPAN3	0.06947141146221623
WDR61	-0.14990616534186887
MAN2C1	-0.06722824456785385
TLNRD1	0.03726325300962452
ARRDC4	0.0711593637443671
USP3	0.07344592635689835
BBS4	0.02251094707670934
PML	0.055862070756893145
HEXA	-0.14806803125441495
SCAMP2	0.02270970228997665
POLG	0.021113202900742388
WDR93	0.04552804401388718
DET1	0.04022010201649555
MFGE8	-0.10395154676564496
ZNF710	0.035519960064676885
ST8SIA2	-0.09388804062669504
IQGAP1	0.10930889199503104
CRTC3	0.046847444630567156
EFL1	-0.09424931107479398
SEC11A	0.007615326701886038
PMM2	-0.1633112845722317
ARMC5	-0.14308064727431338
UQCRC2	-0.16829784117123275
CDR2	-0.017304627412403004
IGSF6	-0.00589646397109582
NKD1	-0.0312720700961176
DHX38	-0.1425073564601452
TXNL4B	0.024865462868732934
ZFHX3	-0.03474376461565121
NUDT7	0.08885868225298232
CDH11	0.06344640164861798
NOL3	0.00789605400883213
MAP1LC3B	0.44749886582731657
ZCCHC14	-0.014834564932833926
ZNF174	-0.022066007494031863
NDUFB10	-0.19084973891824297
PDPK1	-0.02070726920581455
DEF8	0.03846818134856673
CBFA2T3	-0.008236830991601659
GALNS	-0.01196068728420863
GAS8	-0.06339940952135355
SPG7	0.12206122870449757
MED9	0.07952912642184254
NCOR1	0.0419284777284073
COPS3	-0.05648621628081903
GID4	-0.07211071388083139
PIGS	0.00813652194194413
GFOD2	-0.06598505959321943
NOB1	-0.015634173248623272
PRPSAP2	0.015766825600047257
TSPOAP1	-0.08318963605284899
PCTP	-0.026887703620493888
SGSM2	-0.048936505697920976
LRRC46	-0.025519253343033968
SSH2	-0.06371054868969003
RHBDL3	-0.1572485420062391
ABCA10	-0.08830350730276029
G6PC3	-0.1361140933342978
CLTC	-0.05184134750698218
SS18	0.1373148806880419
CDH2	-0.006846193943056583
TAF4B	-0.08809776757798796
AFG3L2	-0.06463902818027345
IMPA2	-0.15500011583447898
SLC39A6	0.028156414244271
DTNA	0.16762077103505213
C18orf21	-0.06389595558073585
GALNT1	0.18377165664933778
SLC25A52	-0.016640397291483148
GAREM1	-0.11153969555953114
ESCO1	0.01860844477617824
RMC1	0.14758880301504507
NPC1	-0.07678810559557847
MYH10	0.02555802232791059
ARRB2	0.14205434503883194
SAT2	-0.04672812694903703
ASGR1	-0.035933311284827886
TP53	-0.05482473138033341
ARHGDIA	0.06431440053092133
RAB40B	0.10710623041399799
CSNK1D	0.1902221350180641
FN3KRP	0.1639962902341729
TRIM65	0.03599303297257118
CBX8	-0.1236567710860143
RNF157	-0.10940236789071538
CEP131	0.014236403667220593
AL512646.1	0.2599238898638185
CBX4	-0.07755574995792618
RNF165	0.020553194369704524
DYM	-0.07169956944651928
ELAC1	0.04091641985060074
MBD1	-0.10533157106025001
ZCCHC2	0.015957009384896234
KRT10	0.09582689957872502
PNMT	-0.10759451357564286
ARL5C	0.06916591317689674
TXNL4A	-0.02285393185537837
AKAP8	0.023973222915995372
SAMD1	0.22815157566539004
SLC39A3	0.006780453308396987
MED16	-0.18221119613252734
ZNF544	0.016014602915972086
FEM1A	-0.23704815192162526
SH3GL1	-0.09050384894834608
ARMC6	-0.009236677936178031
CCDC97	-0.05826357120122139
ZNF45	-0.019949202617666133
BCKDHA	-0.21232265215781407
ZFP14	0.04664045350334245
ZNF155	-0.019308073556856504
SSBP4	0.10390075596608613
SMG9	-0.08403743114725135
HUNK	-0.06589977970525462
LRRC56	0.1433787908120078
IFNAR1	-0.06276142624766794
SOD1	-0.19199554400452534
SCYL1	0.08924555669467449
DOP1B	0.0894239069322346
DMWD	0.005132677132852018
SAE1	-0.002152943365304847
GEMIN7	0.05501636825910807
WDR62	-0.04570559082518143
RNPEPL1	-0.01066982104359368
CAPN10	0.06076903384721446
ZNF702P	-0.0596794648273114
ZNF581	-0.0403108949799844
ZNF816	-0.06361185040855244
TIMM29	-0.022816138435876265
EVI5L	-0.04159396784988143
TIMM44	-0.04412255572860394
KLHDC4	-0.04825807313987379
PSMB6	-0.2781270235534238
ZNF473	0.0723123996482846
RPS11	-0.1198001493861285
ZNF614	0.048784392070265935
WRAP73	-0.07581828587492934
ARHGEF19	0.0398182460656602
PGD	-0.308080952218278
SH3BGRL3	0.03155755053610612
ZNF593	-0.027977527790832343
C1orf216	0.1661733118639431
PLK4	-0.011058032998560795
ITGB3BP	-0.24930612691355702
CTTNBP2NL	-0.09257546332194105
PSMA5	-0.08604578503656277
CELSR2	0.041722566991827935
MPC2	-0.032398075562592527
SFT2D2	0.16344445501533336
POU2F1	-0.020503074104162834
ILDR2	-0.15302467347818055
NUF2	-0.0003537636708669594
UAP1	0.11029383670160808
PRCC	0.009208713717546241
PRUNE1	-0.16703200194192136
SF3B4	-0.09407475389019515
SETDB1	0.09001234479941388
CTSK	0.018577591660147923
CERS2	0.05696700104092766
ENSA	1.6729681801452137e-05
POGZ	-0.02276697439003257
GOLPH3L	0.04423040963768518
EIF2D	-0.09963535561725909
VASH2	-0.05845958795532698
ADAM15	-0.1294582152317359
JTB	0.00390497756772809
UBAP2L	0.13286254015032445
GON4L	0.048275023087470635
CREB3L4	-0.10059972040885663
KCNN3	-0.0037498949111897696
ACP1	-0.09813424867569769
SDE2	0.020417698666123196
ARF1	-0.21973726552646597
C1orf35	-0.025641669632493255
LBR	0.11375912752868306
EPHX1	-0.05467086231557859
PLEKHA6	0.016351815954642794
ARL8A	-0.0005960659532008091
PDIA6	0.13798292494920444
RHOB	0.13489417064055143
ATP6V1C2	0.11428681775163872
HNRNPLL	-0.0342189070865103
RPL21	-0.16806621798368435
CALM2	0.008908054743405691
RPS27A	-0.07506108788096837
WDPCP	-0.05716128250348173
VPS54	-0.010422701533279084
ETAA1	0.10571055951654303
SNRPG	-0.031085686393581415
MEIS1	0.13586497735060388
CIAO1	-0.022371195396933274
MRPS5	0.0899743081095422
ANKRD53	-0.019882274696913154
TPRKB	-0.034813562475103026
EXOC6B	0.027694625967639167
SFXN5	0.05924490742684583
TEX261	-0.14217607738408958
DUSP11	0.03489955154189501
RALB	-0.02873092623696752
TMEM177	-0.13330558265577203
SLC20A1	0.017611528812112493
AL078621.1	-0.13310802567230204
ZC3H8	0.14579314758170228
CNGA3	0.02733965494447487
FAHD2B	-0.03527689429589495
UBXN4	0.16641686980096804
POLR2D	-0.06491302611569472
AMMECR1L	-0.03502553894538195
SLC4A10	-0.12654917929846315
SCRN3	-0.14156734946679003
LNPK	-0.1518943045810096
UBR3	0.14892921985380986
KLHL23	0.10438524187501487
METTL21A	0.028475123479241783
UNC80	0.08001431612034722
ABCA12	-0.010627509180845644
SPAG16	-0.10700766260335272
SUMF1	0.10279502568566562
UBE2F	-0.22926083990358953
HES6	0.021425821385583545
ANKMY1	-0.16468799117842278
DIS3L2	-0.0898152712562223
TAMM41	0.000695961615967963
VGLL4	0.014952824349994873
RAB5A	0.028653268391000828
RETREG2	-0.12473569893320785
CTDSP1	-0.0030206165912200203
CNOT9	-0.1769004250157428
DNPEP	-0.030905737770167533
DYNC1LI1	-0.13678210577922298
IQSEC1	0.050987149636178626
RPL32	-0.06956693742508546
ARL6IP5	0.04075543295883819
LRIG1	-0.048154382431246805
CNPY2	-0.03850022243535239
ZKSCAN7	-0.23748634798117188
NXPE3	0.10267073112559781
MYH15	-0.034301384603953745
ABHD10	0.02971138951427973
RABL3	-0.04194666237202184
CFAP91	-0.12309472340226726
ATP6V1A	-0.01762225953050608
EIF2A	-0.0926049163000628
RNF7	-0.0715887771080226
TRPC1	-0.018282571220207704
FTH1	-0.03510474246650108
RUBCN	0.030743257189759586
AMT	0.01788661287826659
TCTA	-0.11139398021204608
ABHD14A	-0.0019662664264921176
NICN1	0.016525681236596722
STXBP5L	0.07314085558600705
EAF2	0.03128445646083094
SLIT2	-0.226278172489201
DGKQ	-0.049053725947941725
CENPC	-0.10233953817436423
ATP10D	0.015214770308929537
OCIAD2	-0.028210263198158673
SCD5	-0.12905720906001636
ENOPH1	-0.08434388763565284
TRMT10A	0.008613086994418265
KLHL8	0.12337744918050694
PYURF	0.13783687549171333
TBCK	0.05954807144203069
CISD2	0.05556720095367915
AP1AR	0.04960621647524087
SPATA5	0.08439031234202214
CCNA2	-0.0164878521563249
USP53	-0.015997791279089766
SETD7	0.04436462409917275
NAF1	0.20921095424572142
MARCHF1	0.3057060952076894
RPS3A	0.0096579373897242
ROPN1L	0.10907166015384819
NDUFS6	-0.3426760405370031
MARCHF6	0.06353260038749123
SRD5A1	-0.06077975620872234
MYO10	-0.07958982607496012
OTULINL	-0.07130306940020845
RPL37	-0.2933923661477841
SKP2	-0.3208137377156954
PLK2	-0.12047728648571972
PELO	0.05228754229515256
IQGAP2	0.0781871291855264
RASA1	-0.06869922445872079
GTF2H2	-0.05082009626300768
FEM1C	0.12840022361312273
COMMD10	-0.0674688148212911
YIPF5	0.06860241790785843
ARHGAP26	-0.09055425515207839
RNF145	0.10332354045552315
LARS1	-0.09949842877103338
PCYOX1L	-0.06938570164768897
ZNF300	0.07201267872580046
N4BP3	0.12607412176398042
NHP2	-0.3064048047600334
MYLK4	0.016016724248826712
FARS2	0.0421595023761285
CDKAL1	0.13704514337055196
LRRTM2	0.17602460548254223
ZMAT2	-0.14803317834111746
MRS2	-0.013924598400843802
HIGD2A	-0.014931925429641276
RNF44	-0.0035921183275886425
MMUT	-0.05538726901330531
RPL13P5	-0.16129959354731496
ABT1	-0.1655381511457873
PPP1R18	0.16897595921121397
PRIM2	0.006197434308967565
SCUBE3	-0.1711208142818632
NFKBIE	0.028149746999991402
CYP39A1	0.20822499861355218
PHIP	0.08848854690842377
HMGN3	-0.14124223174675662
MMS22L	0.12119434187824087
PM20D2	-0.05170564125805373
CD164	0.11495210706757832
TBC1D32	-0.01136892601436915
SLC18B1	0.10643104580553783
SHPRH	-0.15411622673155714
AIG1	-0.018988843975053914
GNA12	-0.09362020611567941
CDCA5	-0.08528177906068941
IGFBP3	-0.15111822984958906
KCTD7	-0.030546096604504934
AC211476.10	-0.06840523009693868
POMZP3	0.1217957487094422
PHTF2	-0.06496813736670456
CCT6A	-0.10256859408817957
PSPH	-0.10640162974242509
SUMF2	-0.10075607154786317
GIGYF1	0.16794964655460057
AGBL3	0.07057903323230684
ZC3HAV1L	-0.008643522479982815
TMEM140	-0.13866194044977315
NOM1	-0.028279740334131
DENND2A	0.012173282038767745
TMEM47	0.139981905336483
SPIN2B	-0.14614478313704618
CCNB3	-0.13254115858879237
CDK16	0.016646998900641037
ZNF630	-0.1452119217256592
CHST7	0.06875240225830402
NDUFB11	-0.05204697296390192
NONO	0.13514420479478753
EBP	-0.22734865536805096
ZNF711	0.1575548797328547
UPF3B	0.011100387904187476
DOCK11	-0.053266088914667296
MFHAS1	0.10778992859910533
FBXO25	-0.01277505345619869
ATP6V1B2	0.025588515183167782
GNRH1	0.08592308907333825
BIN3	-0.10482397287034537
ST18	0.13957832664422762
GINS4	-0.12128853443106008
ARMC1	0.10219876526415864
ADHFE1	0.03173220167520929
MRPS28	0.1435132782008433
LACTB2	0.10977613951638497
TERF1	0.09017764986924111
PSKH2	0.008066817322401774
LRP12	-0.009252448792661693
EIF3H	-0.008404893361469535
NDUFB9	-0.21268444474186102
TATDN1	-0.0603855246470797
C8orf76	-0.06873463316552243
ZNF16	-0.0738712389759429
ARHGAP39	-0.010347430210707668
UHRF2	0.17331365122992554
PLIN2	-0.0343721814478286
CDKN2B	0.005869126972796034
FBXO10	-0.028338793632555093
SIGMAR1	0.11349413392382955
CEP78	0.03126889578435616
TUT7	-0.048422635292900015
FAM120A	-0.035435444392573165
AOPEP	0.1305049074533858
ZNF462	0.02601222090456804
ASB6	-0.12258743729217164
PTGES2	-0.1934420513613479
CIZ1	0.021193114863437966
DPH7	0.08203693241046661
PROSER2	-0.024435156744080866
MINDY3	0.03584615300370494
CCDC7	0.013012256797413356
NRBF2	0.17050053648304425
PBLD	0.17667359513706296
HERC4	0.12936157470483903
GLUD1	0.18932726335993433
RPP30	0.056449027548136445
ABLIM1	0.06518073478808606
ADD3	0.0803073346580219
FUOM	0.028292315826394628
PAOX	-0.034050819109216535
CFAP43	-0.17528684868413458
PPRC1	-0.07797576572647022
BCCIP	-0.06439092541510207
BTBD10	-0.03427375063355683
LIN7C	-0.02245418527433726
LRRC4C	0.21849001358881762
IMMP1L	-0.04703652377556277
CARS1	-0.2591181856805097
PGAP2	-0.10680525227908347
TUT1	-0.15007871515045043
ZNF214	-0.023779490474123977
HSD17B12	-0.041506534890359846
SLC1A2	0.11134944959477895
SSRP1	-0.02803110346325313
TMX2	-0.18494910640458942
C11orf49	-0.07783730482857981
HIKESHI	-0.042441637094852984
ENDOD1	0.041697603443778715
CCDC82	-0.011611945263100918
ACER3	0.033081364169985424
PAK1	-0.05873757999238044
RPS3	-0.031125050312023332
ZC3H12C	0.17772125444530304
NPAT	-0.04446791676040755
ATM	-0.08137667540917513
AASDHPPT	0.06235391499957749
LAMTOR1	-0.15466891497596533
ZNF343	-0.03649691985983662
MTA2	-0.021557871631263586
TMEM138	-0.060520294640353106
FADS3	0.010962933736826665
ROM1	-0.2292377472424225
FADS2	-0.10812658956860444
EML3	-0.004223422047346783
WDR74	-0.06781773133886755
PLCH2	-0.09480111624758236
FRG1BP	0.1248177743788633
NINL	0.06596719141568126
BSCL2	-0.15148303937308366
EI24	-0.07701459812352016
CEP164	-0.028058002775141328
MPZL2	0.03518488234445177
MPZL3	-0.05622707897140114
COMMD7	-0.09527667711314744
PIGT	0.012981260763793823
ERGIC3	0.020774716848472777
LSM14B	0.09414617006974796
CABLES2	0.012512183194189782
AIP	-0.008295697872582445
LTO1	0.085076909915538
NUDT22	0.11117236055679743
PLCB3	0.0706281565872038
MRPL49	-0.13862036836973052
CAPN1	0.029753494134363723
CDC42EP2	-0.05816466769621561
FAU	-0.26503135828165714
TM7SF2	-0.09235576741982154
VPS51	-0.00935352267238429
PPP4C	-0.0012517972444934804
TLCD3B	-0.2513505032207786
HIRIP3	-0.16324150992577816
TAOK2	0.021848837735204775
TMEM219	-0.03088614078965826
CNKSR2	-0.037118980731908814
SIRPB1	-0.020034103468852624
CWC15	-0.17017360689650074
ARID5B	0.29624362425519274
UHRF1BP1L	0.02337989189365449
TMEM218	-0.0779932317968942
KIAA1328	0.03911864325346357
FAM124A	-0.028742739848245078
MIA2	0.0033017847272337323
